Area: 1218, x: [98292, 50082], y: [98292, 51299]
Area: 2011088375, x: [86119, 82571], y: [2745, 58451]
Area: 2019964903, x: [86119, 82571], y: [2377, 58451]
Area: 2122047620, x: [86119, 82571], y: [2377, 57232]
Area: 2125392500, x: [86119, 82571], y: [2245, 57232]
Area: 2228894250, x: [86119, 82571], y: [2245, 55998]
Area: 2228628510, x: [86119, 82571], y: [2255, 55998]
Area: 2330105160, x: [86119, 82571], y: [2255, 54788]
Area: 2334328328, x: [86119, 82571], y: [2103, 54788]
Area: 2434224541, x: [86119, 82571], y: [2103, 53599]
Area: 2542626660, x: [86119, 82571], y: [1980, 52353]
Area: 2646203000, x: [86119, 82571], y: [1980, 51122]
Area: 2630352200, x: [86119, 82571], y: [2484, 51122]
Area: 2717835456, x: [86119, 82571], y: [2484, 50076]
Area: 275858544, x: [86119, 82571], y: [94607, 50076]
Area: 287429051, x: [86119, 82571], y: [94607, 48713]
Area: 2834032159, x: [86119, 82571], y: [2419, 48713]
Area: 2935394070, x: [86119, 82571], y: [2419, 47502]
Area: 2937217710, x: [86119, 82571], y: [2367, 47502]
Area: 3037470051, x: [86119, 82571], y: [2367, 46305]
Area: 3030615588, x: [86119, 82571], y: [2556, 46305]
Area: 3133900692, x: [86119, 82571], y: [2556, 45069]
Area: 3142788903, x: [86119, 82571], y: [2319, 45069]
Area: 3243433904, x: [86119, 82571], y: [2319, 43868]
Area: 3236312368, x: [86119, 82571], y: [2503, 43868]
Area: 3342004256, x: [86119, 82571], y: [2503, 42604]
Area: 3351276832, x: [86119, 82571], y: [2271, 42604]
Area: 3454075706, x: [86119, 82571], y: [2271, 41378]
Area: 3450162276, x: [86119, 82571], y: [2366, 41378]
Area: 3545223066, x: [86119, 82571], y: [2366, 40243]
Area: 3521264852, x: [86119, 82571], y: [2932, 40243]
Area: 3611523832, x: [86119, 82571], y: [2932, 39158]
Area: 3580916962, x: [86119, 82571], y: [3637, 39158]
Area: 3677009657, x: [86119, 82571], y: [3637, 37993]
Area: 3662967272, x: [86119, 82571], y: [3952, 37993]
Area: 3769210496, x: [86119, 82571], y: [3952, 36700]
Area: 3775403216, x: [86119, 82571], y: [3817, 36700]
Area: 3874002210, x: [86119, 82571], y: [3817, 35502]
Area: 3862234710, x: [86119, 82571], y: [4067, 35502]
Area: 3952246851, x: [86119, 82571], y: [4067, 34405]
Area: 3925225164, x: [86119, 82571], y: [4628, 34405]
Area: 4020733788, x: [86119, 82571], y: [4628, 33233]
Area: 4004106545, x: [86119, 82571], y: [4965, 33233]
Area: 4086397715, x: [86119, 82571], y: [4965, 32219]
Area: 4049086142, x: [86119, 82571], y: [5706, 32219]
Area: 4149844884, x: [86119, 82571], y: [5706, 30966]
Area: 4142258802, x: [86119, 82571], y: [5853, 30966]
Area: 4215060971, x: [86119, 82571], y: [5853, 30059]
Area: 4165541212, x: [86119, 82571], y: [6796, 30059]
Area: 4268265792, x: [86119, 82571], y: [6796, 28764]
Area: 4262938800, x: [86119, 82571], y: [6895, 28764]
Area: 4358721825, x: [86119, 82571], y: [6895, 27555]
Area: 4341391470, x: [86119, 82571], y: [7210, 27555]
Area: 4422668770, x: [86119, 82571], y: [7210, 26525]
Area: 4385285421, x: [86119, 82571], y: [7877, 26525]
Area: 4441463895, x: [86119, 82571], y: [7877, 25807]
Area: 4374197370, x: [86119, 82571], y: [9062, 25807]
Area: 4481385048, x: [86119, 82571], y: [9062, 24416]
Area: 4478535404, x: [86119, 82571], y: [9111, 24416]
Area: 4564400439, x: [86119, 82571], y: [9111, 23301]
Area: 4533105351, x: [86119, 82571], y: [9639, 23301]
Area: 4594749037, x: [86119, 82571], y: [9639, 22495]
Area: 4535392961, x: [86119, 82571], y: [10627, 22495]
Area: 4629532732, x: [86119, 82571], y: [10627, 21248]
Area: 4607578740, x: [86119, 82571], y: [10985, 21248]
Area: 4666935390, x: [86119, 82571], y: [10985, 20458]
Area: 4605815214, x: [86119, 82571], y: [11969, 20458]
Area: 4650899022, x: [86119, 82571], y: [11969, 19850]
Area: 4576636174, x: [86119, 82571], y: [13153, 19850]
Area: 4673171515, x: [86119, 82571], y: [13153, 18527]
Area: 4653189475, x: [86119, 82571], y: [13465, 18527]
Area: 4707462760, x: [86119, 82571], y: [13465, 17780]
Area: 4642994720, x: [86119, 82571], y: [14460, 17780]
Area: 4717807760, x: [86119, 82571], y: [14460, 16736]
Area: 4674026820, x: [86119, 82571], y: [15125, 16736]
Area: 4718256705, x: [86119, 82571], y: [15125, 16113]
Area: 4644885969, x: [86119, 82571], y: [16229, 16113]
Area: 4696465527, x: [86119, 82571], y: [16229, 15375]
Area: 4631351634, x: [86119, 82571], y: [17198, 15375]
Area: 4721501610, x: [86119, 82571], y: [17198, 14067]
Area: 4690811370, x: [86119, 82571], y: [17646, 14067]
Area: 4749904432, x: [86119, 82571], y: [17646, 13204]
Area: 4689276800, x: [86119, 82571], y: [18520, 13204]
Area: 4718885600, x: [86119, 82571], y: [18520, 12766]
Area: 4633373250, x: [86119, 82571], y: [19745, 12766]
Area: 4703730750, x: [86119, 82571], y: [19745, 11706]
Area: 4652848962, x: [86119, 82571], y: [20463, 11706]
Area: 4667950072, x: [86119, 82571], y: [20463, 11476]
Area: 4572041568, x: [86119, 82571], y: [21812, 11476]
Area: 4647281928, x: [86119, 82571], y: [21812, 10306]
Area: 4599586368, x: [86119, 82571], y: [22472, 10306]
Area: 4631855904, x: [86119, 82571], y: [22472, 9799]
Area: 4549549641, x: [86119, 82571], y: [23603, 9799]
Area: 4569430047, x: [86119, 82571], y: [23603, 9481]
Area: 4479016480, x: [86119, 82571], y: [24840, 9481]
Area: 4533371840, x: [86119, 82571], y: [24840, 8594]
Area: 4468197222, x: [86119, 82571], y: [25721, 8594]
Area: 4484686149, x: [86119, 82571], y: [25721, 8321]
Area: 4392763411, x: [86119, 82571], y: [26959, 8321]
Area: 4452811826, x: [86119, 82571], y: [26959, 7306]
Area: 4390190514, x: [86119, 82571], y: [27791, 7306]
Area: 4429504260, x: [86119, 82571], y: [27791, 6632]
Area: 4351513880, x: [86119, 82571], y: [28818, 6632]
Area: 4371168466, x: [86119, 82571], y: [28818, 6289]
Area: 4280544262, x: [86119, 82571], y: [30006, 6289]
Area: 4310677480, x: [86119, 82571], y: [30006, 5752]
Area: 4226559580, x: [86119, 82571], y: [31101, 5752]
Area: 4234042164, x: [86119, 82571], y: [31101, 5616]
Area: 4137308472, x: [86119, 82571], y: [32358, 5616]
Area: 4179135308, x: [86119, 82571], y: [32358, 4838]
Area: 4101168106, x: [86119, 82571], y: [33361, 4838]
Area: 4128180714, x: [86119, 82571], y: [33361, 4326]
Area: 4041014670, x: [86119, 82571], y: [34475, 4326]
Area: 4036469910, x: [86119, 82571], y: [34475, 4414]
Area: 3934317404, x: [86119, 82571], y: [35782, 4414]
Area: 3980578026, x: [86119, 82571], y: [35782, 3495]
Area: 3901738257, x: [86119, 82571], y: [36779, 3495]
Area: 3907757859, x: [86119, 82571], y: [36779, 3373]
Area: 3810105492, x: [86119, 82571], y: [38012, 3373]
Area: 3836949756, x: [86119, 82571], y: [38012, 2815]
Area: 3747382645, x: [86119, 82571], y: [39135, 2815]
Area: 3718017020, x: [86119, 82571], y: [39135, 3440]
Area: 3608893992, x: [86119, 82571], y: [40514, 3440]
Area: 3642231978, x: [86119, 82571], y: [40514, 2709]
Area: 3554941719, x: [86119, 82571], y: [41607, 2709]
Area: 3550089802, x: [86119, 82571], y: [41607, 2818]
Area: 3450636564, x: [86119, 82571], y: [42854, 2818]
Area: 3489402900, x: [86119, 82571], y: [42854, 1922]
Area: 3400204000, x: [86119, 82571], y: [43960, 1922]
Area: 3401806080, x: [86119, 82571], y: [43960, 1884]
Area: 3302640528, x: [86119, 82571], y: [45189, 1884]
Area: 3292244054, x: [86119, 82571], y: [45189, 2138]
Area: 3191862422, x: [86119, 82571], y: [46437, 2138]
Area: 3186862364, x: [86119, 82571], y: [46437, 2264]
Area: 3088645680, x: [86119, 82571], y: [47660, 2264]
Area: 3100491360, x: [86119, 82571], y: [47660, 1956]
Area: 3003429696, x: [86119, 82571], y: [48864, 1956]
Area: 3017475208, x: [86119, 82571], y: [48864, 1579]
Area: 2918825734, x: [86119, 82571], y: [50082, 1579]
Area: 2905239408, x: [86119, 82571], y: [50082, 1956]
Area: 2807129736, x: [86119, 82571], y: [51299, 1956]
Area: 2817123363, x: [86119, 82571], y: [51299, 1669]
Area: 2717289061, x: [86119, 82571], y: [52533, 1669]
Area: 2717725692, x: [86119, 82571], y: [52533, 1656]
Area: 2618118096, x: [86119, 82571], y: [53764, 1656]
Area: 2595695388, x: [86119, 82571], y: [53764, 2349]
Area: 2502396039, x: [86119, 82571], y: [54927, 2349]
Area: 2507262147, x: [86119, 82571], y: [54927, 2193]
Area: 2407270671, x: [86119, 82571], y: [56171, 2193]
Area: 2381843970, x: [86119, 82571], y: [56171, 3042]
Area: 2294042850, x: [86119, 82571], y: [57275, 3042]
Area: 2300388750, x: [86119, 82571], y: [57275, 2822]
Area: 2199664500, x: [86119, 82571], y: [58538, 2822]
Area: 2198671548, x: [86119, 82571], y: [58538, 2858]
Area: 2100384186, x: [86119, 82571], y: [59771, 2858]
Area: 2092584882, x: [86119, 82571], y: [59771, 3154]
Area: 1998633388, x: [86119, 82571], y: [60954, 3154]
Area: 1978525754, x: [86119, 82571], y: [60954, 3953]
Area: 1895818566, x: [86119, 82571], y: [62006, 3953]
Area: 1893865332, x: [86119, 82571], y: [62006, 4034]
Area: 1797185054, x: [86119, 82571], y: [63237, 4034]
Area: 1788306450, x: [86119, 82571], y: [63237, 4422]
Area: 1698590250, x: [86119, 82571], y: [64385, 4422]
Area: 1697525235, x: [86119, 82571], y: [64385, 4471]
Area: 1598805571, x: [86119, 82571], y: [65649, 4471]
Area: 1586891449, x: [86119, 82571], y: [65649, 5053]
Area: 1502860853, x: [86119, 82571], y: [66733, 5053]
Area: 1495707050, x: [86119, 82571], y: [66733, 5422]
Area: 1406135900, x: [86119, 82571], y: [67894, 5422]
Area: 1399246472, x: [86119, 82571], y: [67894, 5800]
Area: 1310037408, x: [86119, 82571], y: [69056, 5800]
Area: 1301283576, x: [86119, 82571], y: [69056, 6313]
Area: 1216941122, x: [86119, 82571], y: [70162, 6313]
Area: 1206791834, x: [86119, 82571], y: [70162, 6949]
Area: 1127690176, x: [86119, 82571], y: [71208, 6949]
Area: 1122739392, x: [86119, 82571], y: [71208, 7281]
Area: 1032540774, x: [86119, 82571], y: [72406, 7281]
Area: 1021062156, x: [86119, 82571], y: [72406, 8118]
Area: 951596574, x: [86119, 82571], y: [73339, 8118]
Area: 941883014, x: [86119, 82571], y: [73339, 8878]
Area: 870989386, x: [86119, 82571], y: [74301, 8878]
Area: 868247378, x: [86119, 82571], y: [74301, 9110]
Area: 774069094, x: [86119, 82571], y: [75583, 9110]
Area: 767220044, x: [86119, 82571], y: [75583, 9760]
Area: 691859624, x: [86119, 82571], y: [76618, 9760]
Area: 684429060, x: [86119, 82571], y: [76618, 10542]
Area: 616432740, x: [86119, 82571], y: [77562, 10542]
Area: 608585054, x: [86119, 82571], y: [77562, 11459]
Area: 548850134, x: [86119, 82571], y: [78402, 11459]
Area: 545917294, x: [86119, 82571], y: [78402, 11839]
Area: 458208374, x: [86119, 82571], y: [79642, 11839]
Area: 453336918, x: [86119, 82571], y: [79642, 12591]
Area: 385665291, x: [86119, 82571], y: [80609, 12591]
Area: 378633255, x: [86119, 82571], y: [80609, 13867]
Area: 343112770, x: [86119, 82571], y: [81126, 13867]
Area: 341055242, x: [86119, 82571], y: [81126, 14279]
Area: 255279234, x: [86119, 82571], y: [82382, 14279]
Area: 251275836, x: [86119, 82571], y: [82382, 15350]
Area: 206438762, x: [86119, 82571], y: [83049, 15350]
Area: 204626872, x: [86119, 82571], y: [83049, 15940]
Area: 129532608, x: [86119, 82571], y: [84176, 15940]
Area: 127724688, x: [86119, 82571], y: [84176, 16870]
Area: 75491598, x: [86119, 82571], y: [84971, 16870]
Area: 74328810, x: [86119, 82571], y: [84971, 17882]
Area: 29045810, x: [86119, 82571], y: [85671, 17882]
Area: 28707264, x: [86119, 82571], y: [85671, 18636]
Area: 34653312, x: [86119, 82571], y: [86660, 18636]
Area: 34172016, x: [86119, 82571], y: [86660, 19524]
Area: 87447576, x: [86119, 82571], y: [87505, 19524]
Area: 85619510, x: [86119, 82571], y: [87505, 20842]
Area: 103891590, x: [86119, 82571], y: [87801, 20842]
Area: 102861594, x: [86119, 82571], y: [87801, 21454]
Area: 176936610, x: [86119, 82571], y: [89013, 21454]
Area: 173520510, x: [86119, 82571], y: [89013, 22634]
Area: 200252858, x: [86119, 82571], y: [89459, 22634]
Area: 195969696, x: [86119, 82571], y: [89459, 23916]
Area: 211513536, x: [86119, 82571], y: [89724, 23916]
Area: 208776582, x: [86119, 82571], y: [89724, 24675]
Area: 270089505, x: [86119, 82571], y: [90783, 24675]
Area: 264510165, x: [86119, 82571], y: [90783, 25871]
Area: 285262731, x: [86119, 82571], y: [91149, 25871]
Area: 280266948, x: [86119, 82571], y: [91149, 26864]
Area: 319318256, x: [86119, 82571], y: [91850, 26864]
Area: 314256900, x: [86119, 82571], y: [91850, 27747]
Area: 365079675, x: [86119, 82571], y: [92777, 27747]
Area: 356149956, x: [86119, 82571], y: [92777, 29088]
Area: 358182348, x: [86119, 82571], y: [92815, 29088]
Area: 353112719, x: [86119, 82571], y: [92815, 29845]
Area: 418863288, x: [86119, 82571], y: [94062, 29845]
Area: 409529088, x: [86119, 82571], y: [94062, 31020]
Area: 428809536, x: [86119, 82571], y: [94436, 31020]
Area: 418445308, x: [86119, 82571], y: [94436, 32266]
Area: 427500388, x: [86119, 82571], y: [94616, 32266]
Area: 417005358, x: [86119, 82571], y: [94616, 33501]
Area: 425151144, x: [86119, 82571], y: [94782, 33501]
Area: 416504472, x: [86119, 82571], y: [94782, 34499]
Area: 455876259, x: [86119, 82571], y: [95601, 34499]
Area: 443851815, x: [86119, 82571], y: [95601, 35767]
Area: 445396380, x: [86119, 82571], y: [95634, 35767]
Area: 433996212, x: [86119, 82571], y: [95634, 36965]
Area: 443801717, x: [86119, 82571], y: [95849, 36965]
Area: 433525781, x: [86119, 82571], y: [95849, 38021]
Area: 466582623, x: [86119, 82571], y: [96591, 38021]
Area: 454653876, x: [86119, 82571], y: [96591, 39160]
Area: 475665284, x: [86119, 82571], y: [97075, 39160]
Area: 461410227, x: [86119, 82571], y: [97075, 40461]
Area: 450671922, x: [86119, 82571], y: [96820, 40461]
Area: 438546556, x: [86119, 82571], y: [96820, 41594]
Area: 460756632, x: [86119, 82571], y: [97362, 41594]
Area: 447634884, x: [86119, 82571], y: [97362, 42761]
Area: 464992480, x: [86119, 82571], y: [97798, 42761]
Area: 449808480, x: [86119, 82571], y: [97798, 44061]
Area: 429628716, x: [86119, 82571], y: [97274, 44061]
Area: 416129956, x: [86119, 82571], y: [97274, 45271]
Area: 417174384, x: [86119, 82571], y: [97302, 45271]
Area: 404089104, x: [86119, 82571], y: [97302, 46441]
Area: 422299128, x: [86119, 82571], y: [97806, 46441]
Area: 408016392, x: [86119, 82571], y: [97806, 47663]
Area: 403722585, x: [86119, 82571], y: [97683, 47663]
Area: 389717370, x: [86119, 82571], y: [97683, 48874]
Area: 387324812, x: [86119, 82571], y: [97612, 48874]
Area: 373440060, x: [86119, 82571], y: [97612, 50082]
Area: 378841122, x: [85928, 82571], y: [98041, 51299]
Area: 364146840, x: [85928, 82571], y: [98041, 52512]
Area: 360900360, x: [85928, 82571], y: [97933, 52512]
Area: 346289058, x: [85928, 82571], y: [97933, 53729]
Area: 345077652, x: [85928, 82571], y: [97891, 53729]
Area: 330373896, x: [85928, 82571], y: [97891, 54958]
Area: 331947894, x: [85928, 82571], y: [97948, 54958]
Area: 317943429, x: [85928, 82571], y: [97948, 56123]
Area: 304427990, x: [85928, 82571], y: [97437, 56123]
Area: 290316730, x: [85928, 82571], y: [97437, 57349]
Area: 290241061, x: [85928, 82571], y: [97434, 57349]
Area: 275558129, x: [85928, 82571], y: [97434, 58625]
Area: 280922257, x: [85928, 82571], y: [97658, 58625]
Area: 266962367, x: [85928, 82571], y: [97658, 59815]
Area: 260044239, x: [85928, 82571], y: [97354, 59815]
Area: 246423255, x: [85928, 82571], y: [97354, 61007]
Area: 240255665, x: [85928, 82571], y: [97068, 61007]
Area: 227978283, x: [85928, 82571], y: [97068, 62109]
Area: 215209371, x: [85928, 82571], y: [96444, 62109]
Area: 203346195, x: [85928, 82571], y: [96444, 63237]
Area: 194123400, x: [85928, 82571], y: [95967, 63237]
Area: 182226000, x: [85928, 82571], y: [95967, 64422]
Area: 177307350, x: [85928, 82571], y: [95696, 64422]
Area: 164607650, x: [85928, 82571], y: [95696, 65722]
Area: 165382750, x: [85928, 82571], y: [95742, 65722]
Area: 153712715, x: [85928, 82571], y: [95742, 66911]
Area: 148732517, x: [85928, 82571], y: [95424, 66911]
Area: 140954474, x: [85928, 82571], y: [95424, 67730]
Area: 122327764, x: [85928, 82571], y: [94169, 67730]
Area: 110805448, x: [85928, 82571], y: [94169, 69128]
Area: 113453916, x: [85928, 82571], y: [94366, 69128]
Area: 105884133, x: [85928, 82571], y: [94366, 70025]
Area: 93625714, x: [85928, 82571], y: [93389, 70025]
Area: 83828108, x: [85928, 82571], y: [93389, 71338]
Area: 82985558, x: [85928, 82571], y: [93314, 71338]
Area: 77334503, x: [85928, 82571], y: [93314, 72103]
Area: 65033428, x: [85928, 82571], y: [92139, 72103]
Area: 57678420, x: [85928, 82571], y: [92139, 73287]
Area: 54410100, x: [85928, 82571], y: [91787, 73287]
Area: 47219880, x: [85928, 82571], y: [91787, 74514]
Area: 44754132, x: [85928, 82571], y: [91481, 74514]
Area: 39711100, x: [85928, 82571], y: [91481, 75422]
Area: 33640750, x: [85928, 82571], y: [90632, 75422]
Area: 27608940, x: [85928, 82571], y: [90632, 76704]
Area: 26059788, x: [85928, 82571], y: [90368, 76704]
Area: 22222764, x: [85928, 82571], y: [90368, 77568]
Area: 17699148, x: [85928, 82571], y: [89464, 77568]
Area: 14462793, x: [85928, 82571], y: [89464, 78483]
Area: 11134347, x: [85928, 82571], y: [88650, 78483]
Area: 9083928, x: [85928, 82571], y: [88650, 79236]
Area: 5704560, x: [85928, 82571], y: [87637, 79236]
Area: 3278070, x: [85928, 82571], y: [87637, 80655]
Area: 2948346, x: [85928, 82571], y: [87465, 80655]
Area: 2240866, x: [85928, 82571], y: [87465, 81115]
Area: 279744, x: [85928, 82571], y: [86119, 81115]
Area: 723189, x: [85928, 82571], y: [84848, 83239]
Area: 1920937, x: [85928, 82571], y: [84848, 84347]
Area: 3017346, x: [85928, 82571], y: [84231, 84347]
Area: 3654096, x: [85928, 82571], y: [84231, 84722]
Area: 6533472, x: [85928, 82571], y: [82893, 84722]
Area: 9484464, x: [85928, 82571], y: [82893, 85694]
Area: 11843084, x: [85928, 82571], y: [82138, 85694]
Area: 13818195, x: [85928, 82571], y: [82138, 86215]
Area: 18031815, x: [85928, 82571], y: [80982, 86215]
Area: 22028991, x: [85928, 82571], y: [80982, 87023]
Area: 26032238, x: [85928, 82571], y: [80083, 87023]
Area: 31007184, x: [85928, 82571], y: [80083, 87874]
Area: 35621664, x: [85928, 82571], y: [79213, 87874]
Area: 42250356, x: [85928, 82571], y: [79213, 88861]
Area: 47151045, x: [85928, 82571], y: [78434, 88861]
Area: 51865400, x: [85928, 82571], y: [78434, 89490]
Area: 59117560, x: [85928, 82571], y: [77386, 89490]
Area: 63773495, x: [85928, 82571], y: [77386, 90035]
Area: 71970065, x: [85928, 82571], y: [76288, 90035]
Area: 77986049, x: [85928, 82571], y: [76288, 90659]
Area: 86406698, x: [85928, 82571], y: [75247, 90659]
Area: 98958048, x: [85928, 82571], y: [75247, 91834]
Area: 105600336, x: [85928, 82571], y: [74530, 91834]
Area: 103651107, x: [85928, 82571], y: [74530, 91663]
Area: 117272421, x: [85928, 82571], y: [73032, 91663]
Area: 131536503, x: [85928, 82571], y: [73032, 92769]
Area: 139542718, x: [85928, 82571], y: [72247, 92769]
Area: 144468238, x: [85928, 82571], y: [72247, 93129]
Area: 156948976, x: [85928, 82571], y: [71065, 93129]
Area: 165718736, x: [85928, 82571], y: [71065, 93719]
Area: 177625868, x: [85928, 82571], y: [69997, 93719]
Area: 191677892, x: [85928, 82571], y: [69997, 94601]
Area: 203071249, x: [85928, 82571], y: [69050, 94601]
Area: 201079527, x: [85928, 82571], y: [69050, 94483]
Area: 217400337, x: [85928, 82571], y: [67680, 94483]
Area: 220009944, x: [85928, 82571], y: [67680, 94626]
Area: 234947328, x: [85928, 82571], y: [66441, 94626]
Area: 257553408, x: [85928, 82571], y: [66441, 95786]
Area: 269157056, x: [85928, 82571], y: [65563, 95786]
Area: 260542238, x: [85928, 82571], y: [65563, 95363]
Area: 278644333, x: [85928, 82571], y: [64148, 95363]
Area: 295851323, x: [85928, 82571], y: [64148, 96153]
Area: 309814647, x: [85928, 82571], y: [63120, 96153]
Area: 323477238, x: [85928, 82571], y: [63120, 96752]
Area: 339077438, x: [85928, 82571], y: [62020, 96752]
Area: 328724841, x: [85928, 82571], y: [62020, 96319]
Area: 347354736, x: [85928, 82571], y: [60665, 96319]
Area: 357081376, x: [85928, 82571], y: [60665, 96704]
Area: 373349610, x: [85928, 82571], y: [59514, 96704]
Area: 379953360, x: [85928, 82571], y: [59514, 96954]
Area: 396940864, x: [85928, 82571], y: [58333, 96954]
Area: 417996612, x: [85928, 82571], y: [58333, 97717]
Area: 434764341, x: [85928, 82571], y: [57226, 97717]
Area: 426210847, x: [85928, 82571], y: [57226, 97419]
Area: 445054228, x: [85928, 82571], y: [55957, 97419]
Area: 452966836, x: [85928, 82571], y: [55957, 97683]
Area: 470966419, x: [85928, 82571], y: [54766, 97683]
Area: 461897986, x: [85928, 82571], y: [54766, 97392]
Area: 480262444, x: [85928, 82571], y: [53527, 97392]
Area: 483956272, x: [85928, 82571], y: [53527, 97506]
Area: 501864536, x: [85928, 82571], y: [52328, 97506]
Area: 510063180, x: [85928, 82571], y: [52328, 97750]
Area: 528279180, x: [85928, 82571], y: [51128, 97750]
Area: 532942514, x: [85928, 82571], y: [51128, 97884]
Area: 551472454, x: [85928, 82571], y: [49918, 97884]
Area: 572751200, x: [85928, 82571], y: [48689, 97950]
Area: 591253340, x: [85928, 82571], y: [47486, 97950]
Area: 578797808, x: [85928, 82571], y: [47486, 97626]
Area: 596789728, x: [85928, 82571], y: [46291, 97626]
Area: 607650540, x: [85928, 82571], y: [46291, 97900]
Area: 626736390, x: [85928, 82571], y: [45046, 97900]
Area: 630047913, x: [85928, 82571], y: [45046, 97981]
Area: 649157553, x: [85928, 82571], y: [43806, 97981]
Area: 637026129, x: [85928, 82571], y: [43806, 97693]
Area: 655113237, x: [85928, 82571], y: [42610, 97693]
Area: 645669695, x: [85928, 82571], y: [42610, 97475]
Area: 663600410, x: [85928, 82571], y: [41407, 97475]
Area: 640137316, x: [85928, 82571], y: [41407, 96948]
Area: 656513858, x: [85928, 82571], y: [40268, 96948]
Area: 628797631, x: [85928, 82571], y: [40268, 96341]
Area: 644028357, x: [85928, 82571], y: [39162, 96341]
Area: 627472839, x: [85928, 82571], y: [39162, 95987]
Area: 642942640, x: [85928, 82571], y: [38009, 95987]
Area: 652957920, x: [85928, 82571], y: [38009, 96196]
Area: 670848858, x: [85928, 82571], y: [36696, 96196]
Area: 655635861, x: [85928, 82571], y: [36696, 95887]
Area: 671349921, x: [85928, 82571], y: [35516, 95887]
Area: 624516244, x: [85928, 82571], y: [35516, 94958]
Area: 636520216, x: [85928, 82571], y: [34547, 94958]
Area: 646950762, x: [85928, 82571], y: [34547, 95161]
Area: 664087113, x: [85928, 82571], y: [33186, 95161]
Area: 627852672, x: [85928, 82571], y: [33186, 94474]
Area: 640232832, x: [85928, 82571], y: [32146, 94474]
Area: 597851828, x: [85928, 82571], y: [32146, 93686]
Area: 608767740, x: [85928, 82571], y: [31164, 93686]
Area: 603565065, x: [85928, 82571], y: [31164, 93591]
Area: 617716029, x: [85928, 82571], y: [29880, 93591]
Area: 605048955, x: [85928, 82571], y: [29880, 93365]
Area: 618477935, x: [85928, 82571], y: [28636, 93365]
Area: 590003314, x: [85928, 82571], y: [28636, 92868]
Area: 601557670, x: [85928, 82571], y: [27514, 92868]
Area: 550619790, x: [85928, 82571], y: [27514, 91996]
Area: 559282284, x: [85928, 82571], y: [26595, 91996]
Area: 514900452, x: [85928, 82571], y: [26595, 91248]
Area: 523335468, x: [85928, 82571], y: [25623, 91248]
Area: 472497510, x: [85928, 82571], y: [25623, 90405]
Area: 479580350, x: [85928, 82571], y: [24719, 90405]
Area: 452647950, x: [85928, 82571], y: [24719, 89965]
Area: 461203965, x: [85928, 82571], y: [23562, 89965]
Area: 414491082, x: [85928, 82571], y: [23562, 89216]
Area: 420851304, x: [85928, 82571], y: [22605, 89216]
Area: 394128576, x: [85928, 82571], y: [22605, 88794]
Area: 401566256, x: [85928, 82571], y: [21410, 88794]
Area: 340918396, x: [85928, 82571], y: [21410, 87854]
Area: 345224856, x: [85928, 82571], y: [20595, 87854]
Area: 298249710, x: [85928, 82571], y: [20595, 87135]
Area: 302727975, x: [85928, 82571], y: [19614, 87135]
Area: 230378310, x: [85928, 82571], y: [19614, 86044]
Area: 232688520, x: [85928, 82571], y: [18949, 86044]
Area: 196050460, x: [85928, 82571], y: [18949, 85497]
Area: 199357970, x: [85928, 82571], y: [17819, 85497]
Area: 152362070, x: [85928, 82571], y: [17819, 84807]
Area: 154641573, x: [85928, 82571], y: [16800, 84807]
Area: 67953807, x: [85928, 82571], y: [16800, 83553]
Area: 68414834, x: [85928, 82571], y: [16331, 83553]
Area: 35982166, x: [85928, 82571], y: [16331, 83087]
Area: 36633069, x: [85928, 82571], y: [15072, 83087]
Area: 42018201, x: [85928, 82571], y: [15072, 81979]
Area: 42368664, x: [85928, 82571], y: [14481, 81979]
Area: 95883216, x: [85928, 82571], y: [14481, 81230]
Area: 97207770, x: [85928, 82571], y: [13494, 81230]
Area: 159936480, x: [85928, 82571], y: [13494, 80364]
Area: 161841984, x: [85928, 82571], y: [12631, 80364]
Area: 229715932, x: [85928, 82571], y: [12631, 79438]
Area: 232213730, x: [85928, 82571], y: [11834, 79438]
Area: 315051940, x: [85928, 82571], y: [11834, 78320]
Area: 317348020, x: [85928, 82571], y: [11294, 78320]
Area: 389743970, x: [85928, 82571], y: [11294, 77350]
Area: 393571696, x: [85928, 82571], y: [10561, 77350]
Area: 474592296, x: [85928, 82571], y: [10561, 76275]
Area: 478231962, x: [85928, 82571], y: [9983, 76275]
Area: 542634170, x: [85928, 82571], y: [9983, 75427]
Area: 549307600, x: [85928, 82571], y: [9049, 75427]
Area: 619268400, x: [85928, 82571], y: [9049, 74517]
Area: 626211810, x: [85928, 82571], y: [8187, 74517]
Area: 728053830, x: [85928, 82571], y: [8187, 73207]
Area: 729617785, x: [85928, 82571], y: [8020, 73207]
Area: 824666765, x: [85928, 82571], y: [8020, 71987]
Area: 827725830, x: [85928, 82571], y: [7731, 71987]
Area: 884341182, x: [85928, 82571], y: [7731, 71263]
Area: 898669685, x: [85928, 82571], y: [6464, 71263]
Area: 991484805, x: [85928, 82571], y: [6464, 70095]
Area: 996450651, x: [85928, 82571], y: [6066, 70095]
Area: 1090609128, x: [85928, 82571], y: [6066, 68916]
Area: 1095457008, x: [85928, 82571], y: [5711, 68916]
Area: 1190836210, x: [85928, 82571], y: [5711, 67727]
Area: 1195467850, x: [85928, 82571], y: [5399, 67727]
Area: 1278896930, x: [85928, 82571], y: [5399, 66691]
Area: 1290093035, x: [85928, 82571], y: [4694, 66691]
